arrival_rate_rps,trial,policy,n_requests,mean_latency_s,p50_latency_s,p90_latency_s,mean_wait_s,p90_wait_s,mean_batch_size,mean_hetero_penalty,throughput_rps
0.2,20,lane_split_window,300,5.234645324518699,4.7838815567639585,10.570080160050843,1.7832975478613344,5.467928065744131,1.4333333333333333,1.0151529332766076,0.19576787821920658
0.2,20,length_similarity_window,300,5.387127338343272,4.959715579893981,10.83284180830249,2.001978006698826,6.100493440717616,1.24,1.0033333870417578,0.19576787821920658
0.2,20,full_rules_continuous,300,5.395254800289634,4.959715579893981,10.837332264529167,2.0243746192818066,6.100493440717616,1.2333333333333334,1.0031452215874113,0.19576787821920658
0.2,21,fifo_mixed_window,300,4.813382091499396,4.478200000000015,9.637376068717643,1.2504395791667142,4.382532286669108,1.42,1.0286343392067103,0.2089059623917668
0.2,21,lane_split_window,300,4.782799732480417,4.333073494220997,9.89267698478119,1.664818788906908,5.623824815480652,1.2533333333333334,1.0128575791439933,0.2089059623917668
0.2,21,length_similarity_window,300,4.781899551069882,4.3971267888767045,9.89267698478119,1.7001380407267728,5.552594559249264,1.16,1.0031297733525064,0.2089059623917668
0.2,21,full_rules_continuous,300,4.938472545586155,4.496167229985531,9.959258698901028,1.9228515424374568,6.284894195069628,1.1266666666666667,1.0023412008532535,0.2089059623917668
0.2,22,fifo_mixed_window,300,5.565570620177173,5.307951446435993,11.099310834973766,1.5997330512266212,4.842004103262333,1.6066666666666667,1.0310688873636766,0.19565987711199478
0.2,22,lane_split_window,300,5.696414805764244,5.375205053088564,11.226535303941183,2.1079932787534252,6.405501130477002,1.46,1.0216184503687105,0.19565987711199478
0.2,22,length_similarity_window,300,5.6379875319718895,5.524599999999964,11.12016804112331,2.2283061834805933,6.467745114081817,1.3333333333333333,1.0044741288429722,0.19565987711199478
0.2,22,full_rules_continuous,300,5.745773757385026,5.526749063130296,11.169201002009487,2.3485916677542864,6.609584455727314,1.3,1.0041222656958704,0.19565987711199478
0.2,23,fifo_mixed_window,300,4.8805223793703245,4.624589072463408,9.439817227514167,1.441563962442262,4.3768391389856625,1.5466666666666666,1.0308298154172466,0.20883631157949725
0.2,23,lane_split_window,300,5.052224880431321,4.755953155232703,9.87562432874221,1.8994165399876366,5.575669135342665,1.5533333333333332,1.0226312850205053,0.20883631157949725
